input,output
Set the transparency of cube to 0.16,"setTransparency(target='cube', transparency=0.16)"
Set the transparency of cube to 0.76,"setTransparency(target='cube', transparency=0.76)"
Set the transparency of cube to 0.91,"setTransparency(target='cube', transparency=0.91)"
Set the transparency of pyramid to 0.96,"setTransparency(target='pyramid', transparency=0.96)"
Set the transparency of cube to 0.6,"setTransparency(target='cube', transparency=0.6)"
Set the transparency of sphere to 0.63,"setTransparency(target='sphere', transparency=0.63)"
Set the transparency of pyramid to 0.57,"setTransparency(target='pyramid', transparency=0.57)"
Set the transparency of sphere to 0.19,"setTransparency(target='sphere', transparency=0.19)"
Set the transparency of cube to 0.36,"setTransparency(target='cube', transparency=0.36)"
Set the transparency of pyramid to 0.69,"setTransparency(target='pyramid', transparency=0.69)"
Set the transparency of pyramid to 0.28,"setTransparency(target='pyramid', transparency=0.28)"
Set the transparency of cube to 0.45,"setTransparency(target='cube', transparency=0.45)"
Set the transparency of pyramid to 0.24,"setTransparency(target='pyramid', transparency=0.24)"
Set the transparency of pyramid to 0.45,"setTransparency(target='pyramid', transparency=0.45)"
Set the transparency of sphere to 0.2,"setTransparency(target='sphere', transparency=0.2)"
Set the transparency of pyramid to 0.05,"setTransparency(target='pyramid', transparency=0.05)"
Set the transparency of pyramid to 0.01,"setTransparency(target='pyramid', transparency=0.01)"
Set the transparency of cube to 0.26,"setTransparency(target='cube', transparency=0.26)"
Set the transparency of sphere to 0.56,"setTransparency(target='sphere', transparency=0.56)"
Set the transparency of cube to 0.58,"setTransparency(target='cube', transparency=0.58)"
Set the transparency of cube to 0.98,"setTransparency(target='cube', transparency=0.98)"
Set the transparency of cube to 0.25,"setTransparency(target='cube', transparency=0.25)"
Set the transparency of sphere to 0.3,"setTransparency(target='sphere', transparency=0.3)"
Set the transparency of sphere to 0.16,"setTransparency(target='sphere', transparency=0.16)"
Set the transparency of pyramid to 0.07,"setTransparency(target='pyramid', transparency=0.07)"
Set the transparency of pyramid to 0.17,"setTransparency(target='pyramid', transparency=0.17)"
Set the transparency of cube to 0.49,"setTransparency(target='cube', transparency=0.49)"
Set the transparency of cube to 0.66,"setTransparency(target='cube', transparency=0.66)"
Set the transparency of pyramid to 0.23,"setTransparency(target='pyramid', transparency=0.23)"
Set the transparency of cube to 0.43,"setTransparency(target='cube', transparency=0.43)"
Set the transparency of pyramid to 0.18,"setTransparency(target='pyramid', transparency=0.18)"
Set the transparency of sphere to 0.1,"setTransparency(target='sphere', transparency=0.1)"
Set the transparency of sphere to 0.16,"setTransparency(target='sphere', transparency=0.16)"
Set the transparency of pyramid to 0.35,"setTransparency(target='pyramid', transparency=0.35)"
Set the transparency of pyramid to 0.7,"setTransparency(target='pyramid', transparency=0.7)"
Set the transparency of sphere to 0.11,"setTransparency(target='sphere', transparency=0.11)"
Set the transparency of sphere to 0.71,"setTransparency(target='sphere', transparency=0.71)"
Set the transparency of cube to 0.33,"setTransparency(target='cube', transparency=0.33)"
Set the transparency of sphere to 0.09,"setTransparency(target='sphere', transparency=0.09)"
Set the transparency of sphere to 0.63,"setTransparency(target='sphere', transparency=0.63)"
Set the transparency of cube to 0.2,"setTransparency(target='cube', transparency=0.2)"
Set the transparency of sphere to 0.0,"setTransparency(target='sphere', transparency=0.0)"
Set the transparency of cube to 0.64,"setTransparency(target='cube', transparency=0.64)"
Set the transparency of sphere to 0.95,"setTransparency(target='sphere', transparency=0.95)"
Set the transparency of cube to 0.16,"setTransparency(target='cube', transparency=0.16)"
Set the transparency of sphere to 0.44,"setTransparency(target='sphere', transparency=0.44)"
Set the transparency of pyramid to 0.21,"setTransparency(target='pyramid', transparency=0.21)"
Set the transparency of sphere to 0.05,"setTransparency(target='sphere', transparency=0.05)"
Set the transparency of cube to 0.69,"setTransparency(target='cube', transparency=0.69)"
Set the transparency of cube to 0.38,"setTransparency(target='cube', transparency=0.38)"
Set the transparency of sphere to 0.61,"setTransparency(target='sphere', transparency=0.61)"
Set the transparency of pyramid to 0.18,"setTransparency(target='pyramid', transparency=0.18)"
Set the transparency of cube to 0.91,"setTransparency(target='cube', transparency=0.91)"
Set the transparency of cube to 0.13,"setTransparency(target='cube', transparency=0.13)"
Set the transparency of cube to 0.84,"setTransparency(target='cube', transparency=0.84)"
Set the transparency of sphere to 0.77,"setTransparency(target='sphere', transparency=0.77)"
Set the transparency of pyramid to 0.99,"setTransparency(target='pyramid', transparency=0.99)"
Set the transparency of cube to 0.54,"setTransparency(target='cube', transparency=0.54)"
Set the transparency of sphere to 0.37,"setTransparency(target='sphere', transparency=0.37)"
Set the transparency of sphere to 0.08,"setTransparency(target='sphere', transparency=0.08)"
Duplicate pyramid and place it at -61 -23 -87,"duplicateObject(target='pyramid', location={x:-61, y:-23, z:-87})"
Duplicate cube and place it at -31 10 84,"duplicateObject(target='cube', location={x:-31, y:10, z:84})"
Duplicate sphere and place it at -69 -5 -23,"duplicateObject(target='sphere', location={x:-69, y:-5, z:-23})"
Duplicate sphere and place it at 85 76 -63,"duplicateObject(target='sphere', location={x:85, y:76, z:-63})"
Duplicate sphere and place it at 14 -78 93,"duplicateObject(target='sphere', location={x:14, y:-78, z:93})"
Duplicate cube and place it at -1 22 -4,"duplicateObject(target='cube', location={x:-1, y:22, z:-4})"
Duplicate cube and place it at -42 -63 6,"duplicateObject(target='cube', location={x:-42, y:-63, z:6})"
Duplicate cube and place it at -57 -18 72,"duplicateObject(target='cube', location={x:-57, y:-18, z:72})"
Duplicate pyramid and place it at -73 -20 -56,"duplicateObject(target='pyramid', location={x:-73, y:-20, z:-56})"
Duplicate pyramid and place it at 6 -95 4,"duplicateObject(target='pyramid', location={x:6, y:-95, z:4})"
Duplicate sphere and place it at -56 -34 -44,"duplicateObject(target='sphere', location={x:-56, y:-34, z:-44})"
Duplicate cube and place it at 21 19 -37,"duplicateObject(target='cube', location={x:21, y:19, z:-37})"
Duplicate cube and place it at 62 -37 46,"duplicateObject(target='cube', location={x:62, y:-37, z:46})"
Duplicate pyramid and place it at 40 17 -46,"duplicateObject(target='pyramid', location={x:40, y:17, z:-46})"
Duplicate pyramid and place it at 93 -25 43,"duplicateObject(target='pyramid', location={x:93, y:-25, z:43})"
Duplicate cube and place it at -34 -37 -43,"duplicateObject(target='cube', location={x:-34, y:-37, z:-43})"
Duplicate pyramid and place it at -39 -47 99,"duplicateObject(target='pyramid', location={x:-39, y:-47, z:99})"
Duplicate pyramid and place it at -30 -47 -100,"duplicateObject(target='pyramid', location={x:-30, y:-47, z:-100})"
Duplicate pyramid and place it at -25 -12 -78,"duplicateObject(target='pyramid', location={x:-25, y:-12, z:-78})"
Duplicate cube and place it at 63 -76 48,"duplicateObject(target='cube', location={x:63, y:-76, z:48})"
Duplicate sphere and place it at -66 0 -65,"duplicateObject(target='sphere', location={x:-66, y:0, z:-65})"
Duplicate sphere and place it at -96 -86 -13,"duplicateObject(target='sphere', location={x:-96, y:-86, z:-13})"
Duplicate pyramid and place it at -39 33 98,"duplicateObject(target='pyramid', location={x:-39, y:33, z:98})"
Duplicate cube and place it at 74 -8 -52,"duplicateObject(target='cube', location={x:74, y:-8, z:-52})"
Duplicate cube and place it at -10 -25 -72,"duplicateObject(target='cube', location={x:-10, y:-25, z:-72})"
Duplicate sphere and place it at -71 62 -100,"duplicateObject(target='sphere', location={x:-71, y:62, z:-100})"
Duplicate sphere and place it at 23 -71 -43,"duplicateObject(target='sphere', location={x:23, y:-71, z:-43})"
Duplicate cube and place it at 64 -35 -93,"duplicateObject(target='cube', location={x:64, y:-35, z:-93})"
Duplicate cube and place it at -17 93 -1,"duplicateObject(target='cube', location={x:-17, y:93, z:-1})"
Duplicate pyramid and place it at -43 85 86,"duplicateObject(target='pyramid', location={x:-43, y:85, z:86})"
Duplicate cube and place it at -73 84 9,"duplicateObject(target='cube', location={x:-73, y:84, z:9})"
Duplicate cube and place it at -47 15 -68,"duplicateObject(target='cube', location={x:-47, y:15, z:-68})"
Duplicate sphere and place it at -24 -15 69,"duplicateObject(target='sphere', location={x:-24, y:-15, z:69})"
Duplicate cube and place it at -78 -50 -26,"duplicateObject(target='cube', location={x:-78, y:-50, z:-26})"
Duplicate sphere and place it at 72 -3 -55,"duplicateObject(target='sphere', location={x:72, y:-3, z:-55})"
Duplicate sphere and place it at -96 -52 10,"duplicateObject(target='sphere', location={x:-96, y:-52, z:10})"
Duplicate sphere and place it at -82 -68 82,"duplicateObject(target='sphere', location={x:-82, y:-68, z:82})"
Duplicate sphere and place it at -61 -83 -42,"duplicateObject(target='sphere', location={x:-61, y:-83, z:-42})"
Duplicate cube and place it at -42 39 -18,"duplicateObject(target='cube', location={x:-42, y:39, z:-18})"
Duplicate pyramid and place it at 78 -12 -79,"duplicateObject(target='pyramid', location={x:78, y:-12, z:-79})"
Duplicate cube and place it at 40 5 -10,"duplicateObject(target='cube', location={x:40, y:5, z:-10})"
Duplicate pyramid and place it at 39 -97 -95,"duplicateObject(target='pyramid', location={x:39, y:-97, z:-95})"
Duplicate sphere and place it at 16 1 -90,"duplicateObject(target='sphere', location={x:16, y:1, z:-90})"
Duplicate pyramid and place it at 71 -63 -39,"duplicateObject(target='pyramid', location={x:71, y:-63, z:-39})"
Duplicate pyramid and place it at 23 -61 -99,"duplicateObject(target='pyramid', location={x:23, y:-61, z:-99})"
Duplicate pyramid and place it at 22 -57 6,"duplicateObject(target='pyramid', location={x:22, y:-57, z:6})"
Duplicate sphere and place it at -67 -47 -98,"duplicateObject(target='sphere', location={x:-67, y:-47, z:-98})"
Duplicate pyramid and place it at -42 16 -13,"duplicateObject(target='pyramid', location={x:-42, y:16, z:-13})"
Duplicate pyramid and place it at 97 71 -42,"duplicateObject(target='pyramid', location={x:97, y:71, z:-42})"
Duplicate cube and place it at 94 46 -84,"duplicateObject(target='cube', location={x:94, y:46, z:-84})"
Duplicate sphere and place it at 62 -36 -77,"duplicateObject(target='sphere', location={x:62, y:-36, z:-77})"
Duplicate cube and place it at 79 21 9,"duplicateObject(target='cube', location={x:79, y:21, z:9})"
Duplicate sphere and place it at -39 94 12,"duplicateObject(target='sphere', location={x:-39, y:94, z:12})"
Duplicate cube and place it at -45 65 85,"duplicateObject(target='cube', location={x:-45, y:65, z:85})"
Duplicate pyramid and place it at -58 77 -44,"duplicateObject(target='pyramid', location={x:-58, y:77, z:-44})"
Duplicate sphere and place it at 59 -67 -49,"duplicateObject(target='sphere', location={x:59, y:-67, z:-49})"
Duplicate pyramid and place it at -13 -32 -65,"duplicateObject(target='pyramid', location={x:-13, y:-32, z:-65})"
Duplicate cube and place it at 0 -33 41,"duplicateObject(target='cube', location={x:0, y:-33, z:41})"
Duplicate sphere and place it at 15 10 73,"duplicateObject(target='sphere', location={x:15, y:10, z:73})"
Duplicate cube and place it at 87 -78 -12,"duplicateObject(target='cube', location={x:87, y:-78, z:-12})"
Duplicate pyramid and place it at 97 -72 -98,"duplicateObject(target='pyramid', location={x:97, y:-72, z:-98})"
Duplicate cube and place it at 54 -58 -88,"duplicateObject(target='cube', location={x:54, y:-58, z:-88})"
Duplicate pyramid and place it at -79 79 -81,"duplicateObject(target='pyramid', location={x:-79, y:79, z:-81})"
Duplicate pyramid and place it at 42 -99 -16,"duplicateObject(target='pyramid', location={x:42, y:-99, z:-16})"
Duplicate sphere and place it at 57 66 73,"duplicateObject(target='sphere', location={x:57, y:66, z:73})"
Duplicate cube and place it at -19 -4 13,"duplicateObject(target='cube', location={x:-19, y:-4, z:13})"
Duplicate pyramid and place it at 46 -66 -35,"duplicateObject(target='pyramid', location={x:46, y:-66, z:-35})"
Duplicate sphere and place it at -33 27 85,"duplicateObject(target='sphere', location={x:-33, y:27, z:85})"
Duplicate pyramid and place it at -37 2 -57,"duplicateObject(target='pyramid', location={x:-37, y:2, z:-57})"
Duplicate sphere and place it at -88 55 71,"duplicateObject(target='sphere', location={x:-88, y:55, z:71})"
Duplicate pyramid and place it at 27 -17 -95,"duplicateObject(target='pyramid', location={x:27, y:-17, z:-95})"
Duplicate pyramid and place it at 2 34 -15,"duplicateObject(target='pyramid', location={x:2, y:34, z:-15})"
Duplicate pyramid and place it at -1 -93 5,"duplicateObject(target='pyramid', location={x:-1, y:-93, z:5})"
Duplicate sphere and place it at 33 -39 19,"duplicateObject(target='sphere', location={x:33, y:-39, z:19})"
Duplicate pyramid and place it at -27 -8 4,"duplicateObject(target='pyramid', location={x:-27, y:-8, z:4})"
Duplicate pyramid and place it at 24 35 -96,"duplicateObject(target='pyramid', location={x:24, y:35, z:-96})"
Duplicate cube and place it at 43 -16 85,"duplicateObject(target='cube', location={x:43, y:-16, z:85})"
Duplicate sphere and place it at 64 -71 38,"duplicateObject(target='sphere', location={x:64, y:-71, z:38})"
Duplicate pyramid and place it at 45 65 -94,"duplicateObject(target='pyramid', location={x:45, y:65, z:-94})"
Duplicate sphere and place it at -42 -64 65,"duplicateObject(target='sphere', location={x:-42, y:-64, z:65})"
Duplicate cube and place it at -41 73 -36,"duplicateObject(target='cube', location={x:-41, y:73, z:-36})"
Duplicate sphere and place it at 95 57 9,"duplicateObject(target='sphere', location={x:95, y:57, z:9})"
Duplicate pyramid and place it at 15 97 72,"duplicateObject(target='pyramid', location={x:15, y:97, z:72})"
Duplicate sphere and place it at 55 -62 -79,"duplicateObject(target='sphere', location={x:55, y:-62, z:-79})"
Duplicate pyramid and place it at 60 -50 -66,"duplicateObject(target='pyramid', location={x:60, y:-50, z:-66})"
Duplicate pyramid and place it at 79 -5 7,"duplicateObject(target='pyramid', location={x:79, y:-5, z:7})"
Duplicate sphere and place it at 35 -39 -16,"duplicateObject(target='sphere', location={x:35, y:-39, z:-16})"
Duplicate sphere and place it at -83 30 -24,"duplicateObject(target='sphere', location={x:-83, y:30, z:-24})"
Duplicate sphere and place it at 18 -26 -81,"duplicateObject(target='sphere', location={x:18, y:-26, z:-81})"
Duplicate sphere and place it at 36 95 65,"duplicateObject(target='sphere', location={x:36, y:95, z:65})"
Duplicate cube and place it at -83 90 20,"duplicateObject(target='cube', location={x:-83, y:90, z:20})"
Duplicate pyramid and place it at -86 91 70,"duplicateObject(target='pyramid', location={x:-86, y:91, z:70})"
Duplicate sphere and place it at 21 69 57,"duplicateObject(target='sphere', location={x:21, y:69, z:57})"
Duplicate cube and place it at 11 35 -79,"duplicateObject(target='cube', location={x:11, y:35, z:-79})"
Duplicate pyramid and place it at -1 52 -89,"duplicateObject(target='pyramid', location={x:-1, y:52, z:-89})"
Duplicate sphere and place it at 32 -16 3,"duplicateObject(target='sphere', location={x:32, y:-16, z:3})"
Duplicate pyramid and place it at 5 78 30,"duplicateObject(target='pyramid', location={x:5, y:78, z:30})"
Duplicate pyramid and place it at -70 -10 13,"duplicateObject(target='pyramid', location={x:-70, y:-10, z:13})"
Duplicate cube and place it at -75 34 13,"duplicateObject(target='cube', location={x:-75, y:34, z:13})"
Duplicate pyramid and place it at 2 -11 34,"duplicateObject(target='pyramid', location={x:2, y:-11, z:34})"
